gene,is_de,true_fc,direction
Gene_00126,False,1.0,none
Gene_00127,False,1.0,none
Gene_00128,False,1.0,none
Gene_00129,True,0.4726481642290801,down
Gene_00130,False,1.0,none
Gene_00131,False,1.0,none
Gene_00132,False,1.0,none
Gene_00133,False,1.0,none
Gene_00134,True,0.407070000024357,down
Gene_00135,False,1.0,none
Gene_00136,False,1.0,none
Gene_00137,False,1.0,none
Gene_00138,False,1.0,none
Gene_00139,False,1.0,none
Gene_00140,False,1.0,none
Gene_00141,False,1.0,none
Gene_00142,False,1.0,none
Gene_00143,True,0.3296013766427462,down
Gene_00144,False,1.0,none
Gene_00145,False,1.0,none
Gene_00146,False,1.0,none
Gene_00147,False,1.0,none
Gene_00148,False,1.0,none
Gene_00149,False,1.0,none
Gene_00150,False,1.0,none
Gene_00151,False,1.0,none
Gene_00152,False,1.0,none
Gene_00153,False,1.0,none
Gene_00154,False,1.0,none
Gene_00155,True,0.23913870842591783,down
Gene_00156,False,1.0,none
Gene_00157,False,1.0,none
Gene_00158,False,1.0,none
Gene_00159,False,1.0,none
Gene_00160,False,1.0,none
Gene_00161,False,1.0,none
Gene_00162,False,1.0,none
Gene_00163,False,1.0,none
Gene_00164,False,1.0,none
Gene_00165,False,1.0,none
Gene_00166,False,1.0,none
Gene_00167,False,1.0,none
Gene_00168,False,1.0,none
Gene_00169,False,1.0,none
Gene_00170,False,1.0,none
Gene_00171,False,1.0,none
Gene_00172,False,1.0,none
Gene_00173,False,1.0,none
Gene_00174,False,1.0,none
Gene_00175,False,1.0,none
Gene_00176,False,1.0,none
Gene_00177,False,1.0,none
Gene_00178,False,1.0,none
Gene_00179,False,1.0,none
Gene_00180,False,1.0,none
Gene_00181,False,1.0,none
Gene_00182,False,1.0,none
Gene_00183,False,1.0,none
Gene_00184,False,1.0,none
Gene_00185,False,1.0,none
Gene_00186,False,1.0,none
Gene_00187,False,1.0,none
Gene_00188,True,3.589589272510033,up
Gene_00189,False,1.0,none
Gene_00190,False,1.0,none
Gene_00191,False,1.0,none
Gene_00192,False,1.0,none
Gene_00193,False,1.0,none
Gene_00194,True,4.035589536310827,up
Gene_00195,False,1.0,none
Gene_00196,False,1.0,none
Gene_00197,False,1.0,none
Gene_00198,False,1.0,none
Gene_00199,False,1.0,none
Gene_00200,False,1.0,none
Gene_00201,False,1.0,none
Gene_00202,False,1.0,none
Gene_00203,False,1.0,none
Gene_00204,False,1.0,none
Gene_00205,False,1.0,none
Gene_00206,False,1.0,none
Gene_00207,True,4.388111464590687,up
Gene_00208,False,1.0,none
Gene_00209,True,3.0832717369858784,up
Gene_00210,False,1.0,none
Gene_00211,False,1.0,none
Gene_00212,True,0.2654746497534714,down
Gene_00213,False,1.0,none
Gene_00214,True,2.472902695150453,up
Gene_00215,False,1.0,none
Gene_00216,False,1.0,none
Gene_00217,False,1.0,none
Gene_00218,False,1.0,none
Gene_00219,False,1.0,none
Gene_00220,False,1.0,none
Gene_00221,False,1.0,none
Gene_00222,False,1.0,none
Gene_00223,False,1.0,none
Gene_00224,False,1.0,none
Gene_00225,False,1.0,none
Gene_00226,False,1.0,none
Gene_00227,False,1.0,none
Gene_00228,False,1.0,none
Gene_00229,False,1.0,none
Gene_00230,False,1.0,none
Gene_00231,False,1.0,none
Gene_00232,False,1.0,none
Gene_00233,False,1.0,none
Gene_00234,False,1.0,none
Gene_00235,False,1.0,none
Gene_00236,False,1.0,none
Gene_00237,False,1.0,none
Gene_00238,False,1.0,none
Gene_00239,False,1.0,none
Gene_00240,False,1.0,none
Gene_00241,False,1.0,none
Gene_00242,False,1.0,none
Gene_00243,False,1.0,none
Gene_00244,False,1.0,none
Gene_00245,False,1.0,none
Gene_00246,False,1.0,none
Gene_00247,False,1.0,none
Gene_00248,False,1.0,none
Gene_00249,False,1.0,none
Gene_00250,False,1.0,none
Gene_00251,True,0.46107249747410056,down
Gene_00252,False,1.0,none
Gene_00253,False,1.0,none
Gene_00254,False,1.0,none
Gene_00255,False,1.0,none
Gene_00256,False,1.0,none
Gene_00257,False,1.0,none
Gene_00258,False,1.0,none
Gene_00259,False,1.0,none
Gene_00260,False,1.0,none
Gene_00261,False,1.0,none
Gene_00262,False,1.0,none
Gene_00263,False,1.0,none
Gene_00264,False,1.0,none
Gene_00265,False,1.0,none
Gene_00266,False,1.0,none
Gene_00267,True,4.102946018065481,up
Gene_00268,False,1.0,none
Gene_00269,False,1.0,none
Gene_00270,False,1.0,none
Gene_00271,False,1.0,none
Gene_00272,True,2.1324681473351936,up
Gene_00273,False,1.0,none
Gene_00274,False,1.0,none
Gene_00275,True,0.26514324735197564,down
Gene_00276,False,1.0,none
Gene_00277,False,1.0,none
Gene_00278,False,1.0,none
Gene_00279,False,1.0,none
Gene_00280,False,1.0,none
Gene_00281,False,1.0,none
Gene_00282,False,1.0,none
Gene_00283,False,1.0,none
Gene_00284,False,1.0,none
Gene_00285,True,0.461435619385653,down
Gene_00286,False,1.0,none
Gene_00287,False,1.0,none
Gene_00288,False,1.0,none
Gene_00289,False,1.0,none
Gene_00290,False,1.0,none
Gene_00291,False,1.0,none
Gene_00292,False,1.0,none
Gene_00293,False,1.0,none
Gene_00294,False,1.0,none
Gene_00295,False,1.0,none
Gene_00296,False,1.0,none
Gene_00297,False,1.0,none
Gene_00298,True,4.479911443313017,up
Gene_00299,False,1.0,none
Gene_00300,False,1.0,none
Gene_00301,False,1.0,none
Gene_00302,False,1.0,none
Gene_00303,False,1.0,none
Gene_00304,False,1.0,none
Gene_00305,False,1.0,none
Gene_00306,False,1.0,none
Gene_00307,False,1.0,none
Gene_00308,False,1.0,none
Gene_00309,False,1.0,none
Gene_00310,True,0.4119682442968994,down
Gene_00311,False,1.0,none
Gene_00312,False,1.0,none
Gene_00313,False,1.0,none
Gene_00314,False,1.0,none
Gene_00315,True,0.22949343807117126,down
Gene_00316,False,1.0,none
Gene_00317,False,1.0,none
Gene_00318,False,1.0,none
Gene_00319,True,0.29625951350719093,down
Gene_00320,True,2.4787316983601406,up
Gene_00321,False,1.0,none
Gene_00322,True,2.819957959871425,up
Gene_00323,False,1.0,none
Gene_00324,False,1.0,none
Gene_00325,False,1.0,none
Gene_00326,False,1.0,none
Gene_00327,False,1.0,none
Gene_00328,False,1.0,none
Gene_00329,True,0.35919117699969566,down
Gene_00330,False,1.0,none
Gene_00331,False,1.0,none
Gene_00332,False,1.0,none
Gene_00333,False,1.0,none
Gene_00334,False,1.0,none
Gene_00335,False,1.0,none
Gene_00336,False,1.0,none
Gene_00337,True,0.21866680861365284,down
Gene_00338,False,1.0,none
Gene_00339,False,1.0,none
Gene_00340,False,1.0,none
Gene_00341,False,1.0,none
Gene_00342,False,1.0,none
Gene_00343,False,1.0,none
Gene_00344,False,1.0,none
Gene_00345,False,1.0,none
Gene_00346,False,1.0,none
Gene_00347,False,1.0,none
Gene_00348,False,1.0,none
Gene_00349,False,1.0,none
Gene_00350,True,4.972171731661334,up
Gene_00351,False,1.0,none
Gene_00352,False,1.0,none
Gene_00353,False,1.0,none
Gene_00354,False,1.0,none
Gene_00355,False,1.0,none
Gene_00356,False,1.0,none
Gene_00357,False,1.0,none
Gene_00358,False,1.0,none
Gene_00359,False,1.0,none
Gene_00360,False,1.0,none
Gene_00361,False,1.0,none
Gene_00362,False,1.0,none
Gene_00363,True,4.148405189460709,up
Gene_00364,False,1.0,none
Gene_00365,False,1.0,none
Gene_00366,False,1.0,none
Gene_00367,False,1.0,none
Gene_00368,False,1.0,none
Gene_00369,False,1.0,none
Gene_00370,False,1.0,none
Gene_00371,False,1.0,none
Gene_00372,False,1.0,none
Gene_00373,False,1.0,none
Gene_00374,False,1.0,none
Gene_00375,True,0.4243015310240474,down
Gene_00376,False,1.0,none
Gene_00377,False,1.0,none
Gene_00378,False,1.0,none
Gene_00379,False,1.0,none
Gene_00380,False,1.0,none
Gene_00381,False,1.0,none
Gene_00382,False,1.0,none
Gene_00383,True,2.8133352858062888,up
Gene_00384,False,1.0,none
Gene_00385,False,1.0,none
Gene_00386,False,1.0,none
Gene_00387,False,1.0,none
Gene_00388,False,1.0,none
Gene_00389,False,1.0,none
Gene_00390,False,1.0,none
Gene_00391,False,1.0,none
Gene_00392,False,1.0,none
Gene_00393,False,1.0,none
Gene_00394,False,1.0,none
Gene_00395,False,1.0,none
Gene_00396,False,1.0,none
Gene_00397,False,1.0,none
Gene_00398,False,1.0,none
Gene_00399,False,1.0,none
Gene_00400,False,1.0,none
Gene_00401,False,1.0,none
Gene_00402,True,4.914188800968494,up
Gene_00403,True,3.3020000497864315,up
Gene_00404,False,1.0,none
Gene_00405,False,1.0,none
Gene_00406,False,1.0,none
Gene_00407,False,1.0,none
Gene_00408,True,2.02963881992617,up
Gene_00409,False,1.0,none
Gene_00410,False,1.0,none
Gene_00411,False,1.0,none
Gene_00412,False,1.0,none
Gene_00413,False,1.0,none
Gene_00414,False,1.0,none
Gene_00415,False,1.0,none
Gene_00416,False,1.0,none
Gene_00417,False,1.0,none
Gene_00418,False,1.0,none
Gene_00419,False,1.0,none
Gene_00420,False,1.0,none
Gene_00421,False,1.0,none
Gene_00422,False,1.0,none
Gene_00423,False,1.0,none
Gene_00424,False,1.0,none
Gene_00425,False,1.0,none
Gene_00426,False,1.0,none
Gene_00427,False,1.0,none
Gene_00428,False,1.0,none
Gene_00429,False,1.0,none
Gene_00430,False,1.0,none
Gene_00431,False,1.0,none
Gene_00432,False,1.0,none
Gene_00433,False,1.0,none
Gene_00434,False,1.0,none
Gene_00435,False,1.0,none
Gene_00436,False,1.0,none
Gene_00437,False,1.0,none
Gene_00438,False,1.0,none
Gene_00439,False,1.0,none
Gene_00440,False,1.0,none
Gene_00441,False,1.0,none
Gene_00442,False,1.0,none
Gene_00443,False,1.0,none
Gene_00444,False,1.0,none
Gene_00445,True,4.8006869348081995,up
Gene_00446,False,1.0,none
Gene_00447,False,1.0,none
Gene_00448,False,1.0,none
Gene_00449,False,1.0,none
Gene_00450,False,1.0,none
Gene_00451,False,1.0,none
Gene_00452,False,1.0,none
Gene_00453,False,1.0,none
Gene_00454,False,1.0,none
Gene_00455,False,1.0,none
Gene_00456,False,1.0,none
Gene_00457,False,1.0,none
Gene_00458,False,1.0,none
Gene_00459,False,1.0,none
Gene_00460,False,1.0,none
Gene_00461,False,1.0,none
Gene_00462,False,1.0,none
Gene_00463,False,1.0,none
Gene_00464,False,1.0,none
Gene_00465,False,1.0,none
Gene_00466,False,1.0,none
Gene_00467,False,1.0,none
Gene_00468,True,0.41925553195563997,down
Gene_00469,False,1.0,none
Gene_00470,False,1.0,none
Gene_00471,False,1.0,none
Gene_00472,False,1.0,none
Gene_00473,False,1.0,none
Gene_00474,False,1.0,none
Gene_00475,False,1.0,none
Gene_00476,False,1.0,none
Gene_00477,False,1.0,none
Gene_00478,False,1.0,none
Gene_00479,False,1.0,none
Gene_00480,False,1.0,none
Gene_00481,False,1.0,none
Gene_00482,False,1.0,none
Gene_00483,False,1.0,none
Gene_00484,False,1.0,none
Gene_00485,False,1.0,none
Gene_00486,False,1.0,none
Gene_00487,False,1.0,none
Gene_00488,False,1.0,none
Gene_00489,False,1.0,none
Gene_00490,False,1.0,none
Gene_00491,False,1.0,none
Gene_00492,True,0.3811402304036567,down
Gene_00493,False,1.0,none
Gene_00494,True,2.0241578648758436,up
Gene_00495,False,1.0,none
Gene_00496,False,1.0,none
Gene_00497,False,1.0,none
Gene_00498,True,0.3780030971565415,down
Gene_00499,False,1.0,none
Gene_00500,False,1.0,none
Gene_00501,False,1.0,none
Gene_00502,False,1.0,none
Gene_00503,False,1.0,none
Gene_00504,False,1.0,none
Gene_00505,False,1.0,none
Gene_00506,False,1.0,none
Gene_00507,False,1.0,none
Gene_00508,False,1.0,none
Gene_00509,False,1.0,none
Gene_00510,False,1.0,none
Gene_00511,False,1.0,none
Gene_00512,False,1.0,none
Gene_00513,False,1.0,none
Gene_00514,True,0.2949423594913575,down
Gene_00515,False,1.0,none
Gene_00516,False,1.0,none
Gene_00517,False,1.0,none
Gene_00518,False,1.0,none
Gene_00519,False,1.0,none
Gene_00520,False,1.0,none
Gene_00521,False,1.0,none
Gene_00522,False,1.0,none
Gene_00523,False,1.0,none
Gene_00524,False,1.0,none
Gene_00525,False,1.0,none
Gene_00526,False,1.0,none
Gene_00527,False,1.0,none
Gene_00528,False,1.0,none
Gene_00529,False,1.0,none
Gene_00530,False,1.0,none
Gene_00531,False,1.0,none
Gene_00532,False,1.0,none
Gene_00533,False,1.0,none
Gene_00534,False,1.0,none
Gene_00535,False,1.0,none
Gene_00536,False,1.0,none
Gene_00537,False,1.0,none
Gene_00538,False,1.0,none
Gene_00539,False,1.0,none
Gene_00540,False,1.0,none
Gene_00541,False,1.0,none
Gene_00542,False,1.0,none
Gene_00543,False,1.0,none
Gene_00544,False,1.0,none
Gene_00545,False,1.0,none
Gene_00546,False,1.0,none
Gene_00547,False,1.0,none
Gene_00548,False,1.0,none
Gene_00549,True,0.20456495890729318,down
Gene_00550,False,1.0,none
Gene_00551,False,1.0,none
Gene_00552,True,0.42340421792735916,down
Gene_00553,False,1.0,none
Gene_00554,False,1.0,none
Gene_00555,False,1.0,none
Gene_00556,True,3.861028583951648,up
Gene_00557,False,1.0,none
Gene_00558,False,1.0,none
Gene_00559,False,1.0,none
Gene_00560,False,1.0,none
Gene_00561,True,0.4858460185350745,down
Gene_00562,False,1.0,none
Gene_00563,False,1.0,none
Gene_00564,False,1.0,none
Gene_00565,False,1.0,none
Gene_00566,False,1.0,none
Gene_00567,False,1.0,none
Gene_00568,False,1.0,none
Gene_00569,False,1.0,none
Gene_00570,False,1.0,none
Gene_00571,False,1.0,none
Gene_00572,False,1.0,none
Gene_00573,False,1.0,none
Gene_00574,False,1.0,none
Gene_00575,False,1.0,none
Gene_00576,False,1.0,none
Gene_00577,False,1.0,none
Gene_00578,False,1.0,none
Gene_00579,False,1.0,none
Gene_00580,False,1.0,none
Gene_00581,False,1.0,none
Gene_00582,False,1.0,none
Gene_00583,False,1.0,none
Gene_00584,False,1.0,none
Gene_00585,False,1.0,none
Gene_00586,False,1.0,none
Gene_00587,False,1.0,none
Gene_00588,False,1.0,none
Gene_00589,True,4.577115108638899,up
Gene_00590,True,4.320443610135626,up
Gene_00591,False,1.0,none
Gene_00592,False,1.0,none
Gene_00593,True,2.7818878936248996,up
Gene_00594,False,1.0,none
Gene_00595,True,0.27862816915398614,down
Gene_00596,False,1.0,none
Gene_00597,False,1.0,none
Gene_00598,True,0.4295729968582275,down
Gene_00599,False,1.0,none
Gene_00600,False,1.0,none
Gene_00601,False,1.0,none
Gene_00602,False,1.0,none
Gene_00603,False,1.0,none
Gene_00604,False,1.0,none
Gene_00605,False,1.0,none
Gene_00606,False,1.0,none
Gene_00607,False,1.0,none
Gene_00608,False,1.0,none
Gene_00609,True,0.22569511817462307,down
Gene_00610,False,1.0,none
Gene_00611,False,1.0,none
Gene_00612,False,1.0,none
Gene_00613,False,1.0,none
Gene_00614,False,1.0,none
Gene_00615,False,1.0,none
Gene_00616,False,1.0,none
Gene_00617,False,1.0,none
Gene_00618,False,1.0,none
Gene_00619,False,1.0,none
Gene_00620,False,1.0,none
Gene_00621,False,1.0,none
Gene_00622,False,1.0,none
Gene_00623,False,1.0,none
Gene_00624,True,0.3014649551547517,down
Gene_00625,True,0.21894476057205906,down
Gene_00626,False,1.0,none
Gene_00627,True,2.956111697084653,up
Gene_00628,False,1.0,none
Gene_00629,False,1.0,none
Gene_00630,True,2.627213855901047,up
Gene_00631,True,0.28116045324019673,down
Gene_00632,False,1.0,none
Gene_00633,False,1.0,none
Gene_00634,False,1.0,none
Gene_00635,False,1.0,none
Gene_00636,True,4.114953915432743,up
Gene_00637,False,1.0,none
Gene_00638,False,1.0,none
Gene_00639,False,1.0,none
Gene_00640,False,1.0,none
Gene_00641,True,0.2518581574966181,down
Gene_00642,False,1.0,none
Gene_00643,False,1.0,none
Gene_00644,False,1.0,none
Gene_00645,False,1.0,none
Gene_00646,False,1.0,none
Gene_00647,False,1.0,none
Gene_00648,False,1.0,none
Gene_00649,False,1.0,none
Gene_00650,False,1.0,none
Gene_00651,False,1.0,none
Gene_00652,False,1.0,none
Gene_00653,False,1.0,none
Gene_00654,False,1.0,none
Gene_00655,False,1.0,none
Gene_00656,False,1.0,none
Gene_00657,False,1.0,none
Gene_00658,False,1.0,none
Gene_00659,False,1.0,none
Gene_00660,False,1.0,none
Gene_00661,False,1.0,none
Gene_00662,False,1.0,none
Gene_00663,False,1.0,none
Gene_00664,False,1.0,none
Gene_00665,False,1.0,none
Gene_00666,False,1.0,none
Gene_00667,False,1.0,none
Gene_00668,False,1.0,none
Gene_00669,False,1.0,none
Gene_00670,False,1.0,none
Gene_00671,False,1.0,none
Gene_00672,False,1.0,none
Gene_00673,True,2.723089197007777,up
Gene_00674,False,1.0,none
Gene_00675,True,0.22629271364892206,down
Gene_00676,False,1.0,none
Gene_00677,False,1.0,none
Gene_00678,False,1.0,none
Gene_00679,False,1.0,none
Gene_00680,False,1.0,none
Gene_00681,False,1.0,none
Gene_00682,False,1.0,none
Gene_00683,False,1.0,none
Gene_00684,False,1.0,none
Gene_00685,False,1.0,none
Gene_00686,False,1.0,none
Gene_00687,False,1.0,none
Gene_00688,True,0.23073263486979603,down
Gene_00689,False,1.0,none
Gene_00690,False,1.0,none
Gene_00691,False,1.0,none
Gene_00692,False,1.0,none
Gene_00693,True,2.2129675734541596,up
Gene_00694,False,1.0,none
Gene_00695,False,1.0,none
Gene_00696,True,3.099150176769755,up
Gene_00697,False,1.0,none
Gene_00698,False,1.0,none
Gene_00699,False,1.0,none
Gene_00700,False,1.0,none
Gene_00701,False,1.0,none
Gene_00702,False,1.0,none
Gene_00703,False,1.0,none
Gene_00704,False,1.0,none
Gene_00705,False,1.0,none
Gene_00706,False,1.0,none
Gene_00707,True,2.5178818108076713,up
Gene_00708,False,1.0,none
Gene_00709,False,1.0,none
Gene_00710,True,3.0669452984950905,up
Gene_00711,False,1.0,none
Gene_00712,False,1.0,none
Gene_00713,True,3.177067881444679,up
Gene_00714,False,1.0,none
Gene_00715,False,1.0,none
Gene_00716,False,1.0,none
Gene_00717,True,0.24652828125821286,down
Gene_00718,False,1.0,none
Gene_00719,False,1.0,none
Gene_00720,False,1.0,none
Gene_00721,False,1.0,none
Gene_00722,False,1.0,none
Gene_00723,False,1.0,none
Gene_00724,True,0.301691251157468,down
Gene_00725,False,1.0,none
Gene_00726,False,1.0,none
Gene_00727,True,0.4947406537360081,down
Gene_00728,False,1.0,none
Gene_00729,False,1.0,none
Gene_00730,False,1.0,none
Gene_00731,False,1.0,none
Gene_00732,False,1.0,none
Gene_00733,False,1.0,none
Gene_00734,False,1.0,none
Gene_00735,True,0.38858936467066785,down
Gene_00736,False,1.0,none
Gene_00737,False,1.0,none
Gene_00738,False,1.0,none
Gene_00739,True,0.4527399221637877,down
Gene_00740,False,1.0,none
Gene_00741,False,1.0,none
Gene_00742,False,1.0,none
Gene_00743,False,1.0,none
Gene_00744,True,0.42003244814319746,down
Gene_00745,False,1.0,none
Gene_00746,False,1.0,none
Gene_00747,False,1.0,none
Gene_00748,False,1.0,none
Gene_00749,True,0.47064016053410146,down
Gene_00750,False,1.0,none
Gene_00751,False,1.0,none
Gene_00752,True,0.4354319609427153,down
Gene_00753,False,1.0,none
Gene_00754,False,1.0,none
Gene_00755,True,3.5326580246739923,up
Gene_00756,False,1.0,none
Gene_00757,False,1.0,none
Gene_00758,False,1.0,none
Gene_00759,False,1.0,none
Gene_00760,False,1.0,none
Gene_00761,True,3.4803251016876975,up
Gene_00762,False,1.0,none
Gene_00763,False,1.0,none
Gene_00764,False,1.0,none
Gene_00765,False,1.0,none
Gene_00766,False,1.0,none
Gene_00767,False,1.0,none
Gene_00768,False,1.0,none
Gene_00769,False,1.0,none
Gene_00770,False,1.0,none
Gene_00771,False,1.0,none
Gene_00772,False,1.0,none
Gene_00773,False,1.0,none
Gene_00774,False,1.0,none
Gene_00775,False,1.0,none
Gene_00776,True,0.35891748404260027,down
Gene_00777,False,1.0,none
Gene_00778,False,1.0,none
Gene_00779,False,1.0,none
Gene_00780,True,2.193813944258963,up
Gene_00781,False,1.0,none
Gene_00782,False,1.0,none
Gene_00783,False,1.0,none
Gene_00784,False,1.0,none
Gene_00785,False,1.0,none
Gene_00786,False,1.0,none
Gene_00787,False,1.0,none
Gene_00788,False,1.0,none
Gene_00789,False,1.0,none
Gene_00790,False,1.0,none
Gene_00791,False,1.0,none
Gene_00792,False,1.0,none
Gene_00793,False,1.0,none
Gene_00794,False,1.0,none
Gene_00795,False,1.0,none
Gene_00796,False,1.0,none
Gene_00797,False,1.0,none
Gene_00798,False,1.0,none
Gene_00799,False,1.0,none
Gene_00800,False,1.0,none
Gene_00801,False,1.0,none
Gene_00802,False,1.0,none
Gene_00803,False,1.0,none
Gene_00804,False,1.0,none
Gene_00805,False,1.0,none
Gene_00806,True,0.3738885582749433,down
Gene_00807,False,1.0,none
Gene_00808,False,1.0,none
Gene_00809,False,1.0,none
Gene_00810,False,1.0,none
Gene_00811,False,1.0,none
Gene_00812,False,1.0,none
Gene_00813,False,1.0,none
Gene_00814,False,1.0,none
Gene_00815,False,1.0,none
Gene_00816,False,1.0,none
Gene_00817,False,1.0,none
Gene_00818,False,1.0,none
Gene_00819,False,1.0,none
Gene_00820,False,1.0,none
Gene_00821,True,4.665654148110104,up
Gene_00822,False,1.0,none
Gene_00823,False,1.0,none
Gene_00824,False,1.0,none
Gene_00825,False,1.0,none
Gene_00826,False,1.0,none
Gene_00827,False,1.0,none
Gene_00828,False,1.0,none
Gene_00829,False,1.0,none
Gene_00830,False,1.0,none
Gene_00831,False,1.0,none
Gene_00832,True,2.2471452172352318,up
Gene_00833,False,1.0,none
Gene_00834,False,1.0,none
Gene_00835,False,1.0,none
Gene_00836,False,1.0,none
Gene_00837,False,1.0,none
Gene_00838,False,1.0,none
Gene_00839,False,1.0,none
Gene_00840,False,1.0,none
Gene_00841,False,1.0,none
Gene_00842,False,1.0,none
Gene_00843,False,1.0,none
Gene_00844,True,3.1634632661746287,up
Gene_00845,False,1.0,none
Gene_00846,False,1.0,none
Gene_00847,False,1.0,none
Gene_00848,False,1.0,none
Gene_00849,False,1.0,none
Gene_00850,False,1.0,none
Gene_00851,False,1.0,none
Gene_00852,False,1.0,none
Gene_00853,False,1.0,none
Gene_00854,False,1.0,none
Gene_00855,False,1.0,none
Gene_00856,False,1.0,none
Gene_00857,False,1.0,none
Gene_00858,False,1.0,none
Gene_00859,False,1.0,none
Gene_00860,False,1.0,none
Gene_00861,False,1.0,none
Gene_00862,False,1.0,none
Gene_00863,False,1.0,none
Gene_00864,False,1.0,none
Gene_00865,False,1.0,none
Gene_00866,False,1.0,none
Gene_00867,False,1.0,none
Gene_00868,True,2.9179892262717098,up
Gene_00869,False,1.0,none
Gene_00870,False,1.0,none
Gene_00871,False,1.0,none
Gene_00872,False,1.0,none
Gene_00873,False,1.0,none
Gene_00874,False,1.0,none
Gene_00875,False,1.0,none
Gene_00876,False,1.0,none
Gene_00877,False,1.0,none
Gene_00878,False,1.0,none
Gene_00879,False,1.0,none
Gene_00880,False,1.0,none
Gene_00881,True,3.7057465420699933,up
Gene_00882,False,1.0,none
Gene_00883,False,1.0,none
Gene_00884,False,1.0,none
Gene_00885,False,1.0,none
Gene_00886,False,1.0,none
Gene_00887,False,1.0,none
Gene_00888,False,1.0,none
Gene_00889,False,1.0,none
Gene_00890,False,1.0,none
Gene_00891,True,3.631370569789616,up
Gene_00892,False,1.0,none
Gene_00893,False,1.0,none
Gene_00894,False,1.0,none
Gene_00895,True,0.47522207782782455,down
Gene_00896,False,1.0,none
Gene_00897,False,1.0,none
Gene_00898,True,2.416782439738588,up
Gene_00899,True,0.48393742837716486,down
Gene_00900,False,1.0,none
Gene_00901,False,1.0,none
